id,medicine,therapeutic_category,subcategory,list_type,dosage_forms,text
eml-08952f99ed33,□ budesonide + □ formoterol,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease,core,Dry powder inhaler: 100 micrograms + 6 micrograms per dose; 200 micrograms + 6 micrograms per dose.,"□ budesonide + □ formoterol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 25. MEDICINES ACTING ON THE RESPIRATORY TRACT; 25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease. Listing: core. Available dosage forms/strengths: Dry powder inhaler: 100 micrograms + 6 micrograms per dose; 200 micrograms + 6 micrograms per dose."
eml-fbb36d782d25,□ chlorhexidine,15. ANTISEPTICS AND DISINFECTANTS,15.1 Antiseptics,core,Solution:5%(digluconate).,"□ chlorhexidine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 15. ANTISEPTICS AND DISINFECTANTS; 15.1 Antiseptics. Listing: core. Available dosage forms/strengths: Solution:5%(digluconate)."
eml-9ad6dbc0b93f,□ diazepam*\n,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.3 Medicines for anxiety disorders,core,Tablet (scored): 2 mg; 5 mg.\n*For short-term emergency management of acute and severe anxiety symptoms only,"□ diazepam*\n is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.3 Medicines for anxiety disorders. Listing: core. Available dosage forms/strengths: Tablet (scored): 2 mg; 5 mg.\n*For short-term emergency management of acute and severe anxiety symptoms only"
eml-4548e3161c01,□ enalapril,7. ANTIMIGRAINE MEDICINES,12.4 Medicines used in heart failure,core,Tablet: 2.5 mg; 5 mg; 10 mg (as hydrogen maleate).,"□ enalapril is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.4 Medicines used in heart failure. Listing: core. Available dosage forms/strengths: Tablet: 2.5 mg; 5 mg; 10 mg (as hydrogen maleate)."
eml-79037b46320d,□ ethanol,15. ANTISEPTICS AND DISINFECTANTS,15.1 Antiseptics,core,Solution:70%(denatured).,"□ ethanol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 15. ANTISEPTICS AND DISINFECTANTS; 15.1 Antiseptics. Listing: core. Available dosage forms/strengths: Solution:70%(denatured)."
eml-29c470871cfd,□ fluoxetine,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.2.1 Medicines for depressive disorders,core,Solid oral dosage form:20mg(as hydrochloride).,"□ fluoxetine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.2.1 Medicines for depressive disorders. Listing: core. Available dosage forms/strengths: Solid oral dosage form:20mg(as hydrochloride)."
eml-1c459af3906d,□ fluoxetine\n,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.4 Medicines for obsessive compulsive disorders,core,Solid oral dosage form: 20 mg (as hydrochloride).,"□ fluoxetine\n is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.4 Medicines for obsessive compulsive disorders. Listing: core. Available dosage forms/strengths: Solid oral dosage form: 20 mg (as hydrochloride)."
eml-038db29be413,□ fluphenazine,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.1 Medicines for psychotic disorders,core,Injection:25mg(decanoate or enantate)in1mLampoule.,"□ fluphenazine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.1 Medicines for psychotic disorders. Listing: core. Available dosage forms/strengths: Injection:25mg(decanoate or enantate)in1mLampoule."
eml-2e4ce86b6c5e,□ furosemide,7. ANTIMIGRAINE MEDICINES,12.4 Medicines used in heart failure,core,"Injection: 10 mg/mL in 2 mL, 5 mL ampoule. Oral liquid: 20 mg/5 mL; 50 mg/5 mL[c]. Tablet: 20 mg; 40 mg.","□ furosemide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.4 Medicines used in heart failure. Listing: core. Available dosage forms/strengths: Injection: 10 mg/mL in 2 mL, 5 mL ampoule. Oral liquid: 20 mg/5 mL; 50 mg/5 mL[c]. Tablet: 20 mg; 40 mg."
eml-6c7cac120ac5,□ gentamicin,21. OPHTHALMOLOGICAL PREPARATIONS,21.1 Anti-Infective agents,core,Solution(eye drops):0.3%(sulfate). -Bacterial blephartis -Bacterial conjunctivitis,"□ gentamicin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.1 Anti-Infective agents. Listing: core. Available dosage forms/strengths: Solution(eye drops):0.3%(sulfate). -Bacterial blephartis -Bacterial conjunctivitis"
eml-937acfb6dfe0,□ haloperidol,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.1 Medicines for psychotic disorders,core,Tablet:2mg;5mg.,"□ haloperidol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.1 Medicines for psychotic disorders. Listing: core. Available dosage forms/strengths: Tablet:2mg;5mg."
eml-149f9816889a,□ hydrochlorothiazide,7. ANTIMIGRAINE MEDICINES,12.4 Medicines used in heart failure,core,Oral liquid: 50 mg/5 mL. Solid oral dosage form: 25 mg.,"□ hydrochlorothiazide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.4 Medicines used in heart failure. Listing: core. Available dosage forms/strengths: Oral liquid: 50 mg/5 mL. Solid oral dosage form: 25 mg."
eml-18a31c64ab69,□ iohexol,14. DIAGNOSTIC AGENTS,14.2 Radiocontrast media,core,"Injection:140mg to350mg iodine/mLin5mL,10mL,20mLampoules.","□ iohexol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 14. DIAGNOSTIC AGENTS; 14.2 Radiocontrast media. Listing: core. Available dosage forms/strengths: Injection:140mg to350mg iodine/mLin5mL,10mL,20mLampoules."
eml-7c48e0bdc675,□ lisinopril + □ hydrochlorothiazide,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Tablet:10mg+12.5mg;20mg+12.5mg;20mg+25mg.,"□ lisinopril + □ hydrochlorothiazide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Tablet:10mg+12.5mg;20mg+12.5mg;20mg+25mg."
eml-4abf6b872693,□ lorazepam,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.1 Antisezure medicines,core,Injection: 2 mg/mL in 1 mL ampoule; 4 mg/mL in 1 mL ampoule.,"□ lorazepam is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.1 Antisezure medicines. Listing: core. Available dosage forms/strengths: Injection: 2 mg/mL in 1 mL ampoule; 4 mg/mL in 1 mL ampoule."
eml-c371fed325ba,□ losartan,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Tablet:25mg;50mg;100mg.,"□ losartan is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Tablet:25mg;50mg;100mg."
eml-3ee81767bd1f,□ losartan,7. ANTIMIGRAINE MEDICINES,12.4 Medicines used in heart failure,core,Tablet: 25 mg; 50 mg; 100 mg.,"□ losartan is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.4 Medicines used in heart failure. Listing: core. Available dosage forms/strengths: Tablet: 25 mg; 50 mg; 100 mg."
eml-828f5006de0d,□ meglumine iotroxate,14. DIAGNOSTIC AGENTS,14.2 Radiocontrast media,complementary,Solution:5g to8g iodine in100mLto250mL,"□ meglumine iotroxate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 14. DIAGNOSTIC AGENTS; 14.2 Radiocontrast media. Listing: complementary. Available dosage forms/strengths: Solution:5g to8g iodine in100mLto250mL"
eml-cb6f4af6c5cc,□ methadone,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.5.3 Medicines for opioid use disorders,complementary,Concentrate for oral liquid: 5 mg/mL; 10 mg/mL (hydrochloride). Oral liquid: 5 mg/5 mL; 10 mg/5 mL (hydrochloride). *The medicines should only be used within an established support programme.,"□ methadone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.5.3 Medicines for opioid use disorders. Listing: complementary. Available dosage forms/strengths: Concentrate for oral liquid: 5 mg/mL; 10 mg/mL (hydrochloride). Oral liquid: 5 mg/5 mL; 10 mg/5 mL (hydrochloride). *The medicines should only be used within an established support programme."
eml-a0d94d119224,□ ofloxacin,21. OPHTHALMOLOGICAL PREPARATIONS,21.1 Anti-Infective agents,core,Solution(eye drops):0.3%. - Bacterial conjunctivitis - Bacterial keratitis,"□ ofloxacin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.1 Anti-Infective agents. Listing: core. Available dosage forms/strengths: Solution(eye drops):0.3%. - Bacterial conjunctivitis - Bacterial keratitis"
eml-48957ee96b85,□ paliperidone,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.1 Medicines for psychotic disorders,core,Injection(prolonged-release):25mg;50mg;75mg;100mg;150mg(as palmitate)in pre-filled syringe.,"□ paliperidone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.1 Medicines for psychotic disorders. Listing: core. Available dosage forms/strengths: Injection(prolonged-release):25mg;50mg;75mg;100mg;150mg(as palmitate)in pre-filled syringe."
eml-e9c0bcd2542f,□ povidone iodine,15. ANTISEPTICS AND DISINFECTANTS,15.1 Antiseptics,core,Solution:10%(equivalent to1%available iodine).,"□ povidone iodine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 15. ANTISEPTICS AND DISINFECTANTS; 15.1 Antiseptics. Listing: core. Available dosage forms/strengths: Solution:10%(equivalent to1%available iodine)."
eml-4fee169a896b,□ prednisolone,21. OPHTHALMOLOGICAL PREPARATIONS,21.2 Anti-Inflammatory agents,core,Solution(eye drops):0.6%(sodium phosphate).,"□ prednisolone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.2 Anti-Inflammatory agents. Listing: core. Available dosage forms/strengths: Solution(eye drops):0.6%(sodium phosphate)."
eml-6fe542c126dc,□ quetiapine,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.2.2 Medicines for bipolar disorders,core,Tablet(immediate-release):25mg;100mg;150mg;200mg;300mg. Tablet(modified-release):50mg;150mg;200mg;300mg;400mg.,"□ quetiapine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.2.2 Medicines for bipolar disorders. Listing: core. Available dosage forms/strengths: Tablet(immediate-release):25mg;100mg;150mg;200mg;300mg. Tablet(modified-release):50mg;150mg;200mg;300mg;400mg."
eml-9a918978acee,□ risperidone,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.1 Medicines for psychotic disorders,core,Solid oral dosage form:0.25mg to6.0mg.,"□ risperidone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.1 Medicines for psychotic disorders. Listing: core. Available dosage forms/strengths: Solid oral dosage form:0.25mg to6.0mg."
eml-10962e10830f,□ salbutamol,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease,core,Inhalation (aerosol): 100 micrograms (as sulfate) per dose. Injection: 50 micrograms/mL (as sulfate) in 5 mL ampoule. Metered dose inhaler (aerosol): 100 micrograms (as sulfate) per dose. Respirator solution for use in nebulizers: 5 mg/mL (as sulfate).,"□ salbutamol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 25. MEDICINES ACTING ON THE RESPIRATORY TRACT; 25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease. Listing: core. Available dosage forms/strengths: Inhalation (aerosol): 100 micrograms (as sulfate) per dose. Injection: 50 micrograms/mL (as sulfate) in 5 mL ampoule. Metered dose inhaler (aerosol): 100 micrograms (as sulfate) per dose. Respirator solution for use in nebulizers: 5 mg/mL (as sulfate)."
eml-64d0a5457b05,□ telmisartan + □ amlodipine,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Tablet:40mg+5mg;80mg+5mg;80mg+10mg.,"□ telmisartan + □ amlodipine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Tablet:40mg+5mg;80mg+5mg;80mg+10mg."
eml-4f3277797c6e,□ telmisartan + □ hydrochlorothiazide,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Tablet:40mg+12.5mg;80mg+12.5mg;80mg+25mg.,"□ telmisartan + □ hydrochlorothiazide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Tablet:40mg+12.5mg;80mg+12.5mg;80mg+25mg."
eml-d52a0b847bdb,□ tetracaine,21. OPHTHALMOLOGICAL PREPARATIONS,21.3 Local anaesthetics,core,Solution(eye drops):0.5%(hydrochloride). Not in preterm neonates.,"□ tetracaine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.3 Local anaesthetics. Listing: core. Available dosage forms/strengths: Solution(eye drops):0.5%(hydrochloride). Not in preterm neonates."
eml-afcd6841dc1b,□ tetracycline,21. OPHTHALMOLOGICAL PREPARATIONS,21.1 Anti-Infective agents,core,Eye dintment:1% (hydrochloride). - Bacterial blepharitis - Bacterial conjunctivitis - Bacterial keratitis - Trachoma,"□ tetracycline is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.1 Anti-Infective agents. Listing: core. Available dosage forms/strengths: Eye dintment:1% (hydrochloride). - Bacterial blepharitis - Bacterial conjunctivitis - Bacterial keratitis - Trachoma"
eml-370ac3f212b3,□ tiotropium,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease,core,"Powder for inhalaton, capsule: 18 micrograms. Inhalation solution: 1.25 micrograms; 2.5 micrograms per actuation.","□ tiotropium is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 25. MEDICINES ACTING ON THE RESPIRATORY TRACT; 25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease. Listing: core. Available dosage forms/strengths: Powder for inhalaton, capsule: 18 micrograms. Inhalation solution: 1.25 micrograms; 2.5 micrograms per actuation."
